,Name,gini
219,MAOISMPEPE,0.775
220,MAPEPENEMR,0.803
221,MARGINED,0.724
222,MARINEPEINE,0.782
223,MARVINPEPE,0.27
224,MASTEROFPEPE,0.678
225,MATADORPEPE,0.794
226,MCGREGOR,0.647
227,MCPEPE,0.632
228,MCPEPEDEBUFF,0.5
229,MELANCHOLIA,0.52
230,MERKLETREEPE,0.717
231,MFPEPE,0.498
232,MIKOPEPE,0.712
233,MILLIONAIRPP,0.723
234,MISSTURNPEPE,0.644
235,MOBBPEPE,0.895
236,MONALISAPEPE,0.158
237,MONBOURARNO,0.467
238,MONOPEPEOLY,0.787
239,MONTYPEPE,0.538
240,MOONPEPE,0.499
241,MOONPEPESUN,0.537
242,MORPHEUSPEPE,0.103
243,MRPOTATOPEPE,0.458
244,MTPEPEMORE,0.503
245,MURICAPEPE,0.646
246,MYPEPELITTLE,0.462
247,MYRIADMPEPE,0.776
248,MYSPEPE,0.859
249,NAMIDAPEPE,0.759
250,NAPALMPEPE,0.706
251,NBAPEPE,0.575
252,NEONPEPE,0.474
253,NEOPEPE,0.406
254,NEUROPEPE,0.401
255,NICOSARKOS,0.791
256,NIGHTKINGPEP,0.786
257,NIGHTSATPEPE,0.781
258,NINJAPEPES,0.625
259,NOBORDERPEPE,0.651
260,NOBRAKESPEPE,0.884
261,NOFUCKSPUTIN,0.0
262,OBEYPEPE,0.731
263,OMEGAPEPE,0.115
264,ONEEYEMONKEY,0.858
265,OPPPEPE,0.479
266,OPTIMUSPEPE,0.165
267,OROCHIPEPE,0.607
268,OUIJAPEPE,0.618
269,OWLPEPE,0.636
270,PACPEP,0.87
271,PAPILLON,0.326
272,PAWNTHELAMBO,0.505
273,PECATRINA,0.788
274,PEEKABOOPEPE,0.555
275,PEKMAN,0.407
276,PENIC,0.878
277,PENNYPEPE,0.528
278,PENPEN,0.437
279,PEPA,0.631
280,PEPAGEISHA,0.607
281,PEPALISA,0.085
282,PEPAPINUP,0.639
283,PEPCASSO,0.325
284,PEPEACIDTRIP,0.71
285,PEPEADDICTS,0.711
286,PEPEAFRIKEK,0.81
287,PEPEAGYO,0.829
288,PEPEAIR,0.762
289,PEPEAKI,0.459
290,PEPEAKIBA,0.551
291,PEPEALIEN,0.548
292,PEPEAMAZING,0.872
293,PEPEAMCANI,0.842
294,PEPEANDFEELS,0.375
295,PEPEANDROID,0.595
296,PEPEART,0.741
297,PEPEARTISTE,0.805
298,PEPEASSANGE,0.454
299,PEPEASTRO,0.588
300,PEPEAVENGER,0.625
301,PEPEBALLOON,0.792
302,PEPEBANG,0.515
303,PEPEBASQUIAT,0.671
304,PEPEBASS,0.731
305,PEPEBEARD,0.89
306,PEPEBEEFTAXI,0.451
307,PEPEBILL,0.555
308,PEPEBIRTH,0.349
309,PEPEBRAIN,0.745
310,PEPEBRANDO,0.847
311,PEPEBREEDER,0.175
312,PEPEBRICK,0.252
313,PEPEBRICKJR,0.727
314,PEPEBROS,0.794
315,PEPEBURGUNDY,0.41
316,PEPEBUSHIDO,0.427
317,PEPEBUZZ,0.681
318,PEPECAFFE,0.67
319,PEPECAGE,0.708
320,PEPECAKEK,0.548
321,PEPECAMO,0.666
322,PEPECANCAN,0.651
323,PEPECARNIVAL,0.566
324,PEPECART,0.451
325,PEPECASTRO,0.474
326,PEPECENT,0.499
327,PEPECHAININ,0.843
328,PEPECHE,0.704
329,PEPECITY,0.731
330,PEPECLOCK,0.372
331,PEPECLOKWORK,0.609
332,PEPECLUB,0.616
333,PEPECOLLECT,0.828
334,PEPECONF,0.827
335,PEPECONTRACT,0.731
336,PEPECOUNTER,0.227
337,PEPECOURAGE,0.451
338,PEPECOWBELL,0.798
339,PEPECRYSTAL,0.626
340,PEPEDANCE,0.613
341,PEPEDARK,0.605
342,PEPEDARKSIDE,0.387
343,PEPEDDIT,0.57
344,PEPEDETCTVE,0.799
345,PEPEDIEPIE,0.728
346,PEPEDINHO,0.564
347,PEPEDOL,0.771
348,PEPEDON,0.828
349,PEPEDRACULA,0.788
350,PEPEDRINO,0.548
351,PEPEDROID,0.656
352,PEPEDWARD,0.519
353,PEPEENEUMAN,0.776
354,PEPEEVO,0.397
355,PEPEFALLOUT,0.24
356,PEPEFARMER,0.731
357,PEPEFETT,0.588
358,PEPEFIFTYONE,0.739
359,PEPEFLATION,0.487
360,PEPEFRACTAL,0.603
361,PEPEFRENCH,0.768
362,PEPEFREQ,0.864
363,PEPEFUYU,0.512
364,PEPEGANDHI,0.535
365,PEPEGATES,0.858
366,PEPEGIANT,0.266
367,PEPEGIGA,0.562
368,PEPEGOAT,0.352
369,PEPEGOLUM,0.547
370,PEPEGOTSWAG,0.724
371,PEPEGRAFFITI,0.43
372,PEPEGRAM,0.565
373,PEPEGREEN,0.523
374,PEPEGUN,0.522
375,PEPEHAND,0.479
376,PEPEHARING,0.692
377,PEPEHARU,0.415
378,PEPEHEFNER,0.571
379,PEPEHELP,0.853
380,PEPEHEMAN,0.683
381,PEPEHODLER,0.558
382,PEPEHOFFMAN,0.335
383,PEPEHOMER,0.87
384,PEPEHONDO,0.583
385,PEPEHOPE,0.566
386,PEPEHORROR,0.602
387,PEPEHOUSE,0.759
388,PEPEHUNGRY,0.625
389,PEPEHUNTER,0.722
390,PEPEINSHADES,0.794
391,PEPEISLOVE,0.673
392,PEPEISPEACE,0.587
393,PEPEJ,0.904
394,PEPEJACKSON,0.545
395,PEPEJAPAN,0.308
396,PEPEJEANS,0.877
397,PEPEJERICHO,0.675
398,PEPEJIRAIYA,0.759
399,PEPEJIRO,0.327
400,PEPEJOSE,0.51
401,PEPEKACHU,0.126
402,PEPEKAPARKER,0.654
403,PEPEKARLMARX,0.751
404,PEPEKARMA,0.771
405,PEPEKART,0.642
406,PEPEKEEPER,0.733
407,PEPEKEN,0.405
408,PEPEKFC,0.648
409,PEPEKIDSART,0.432
410,PEPEKK,0.906
411,PEPEKONGBIGM,0.6
412,PEPEKUN,0.789
413,PEPELAMA,0.459
414,PEPELAND,0.861
415,PEPELEGOMAN,0.896
416,PEPELENNON,0.787
417,PEPELEPEW,0.41
418,PEPELIBRARY,0.419
419,PEPELIBRIUM,0.423
420,PEPELINK,0.193
421,PEPELLUM,0.707
422,PEPELOCATION,0.599
423,PEPELOOP,0.813
424,PEPELOU,0.313
425,PEPELSD,0.521
426,PEPELVSD,0.39
427,PEPELYNMASON,0.433
428,PEPEMANE,0.556
429,PEPEMAORI,0.673
430,PEPEMARAUDER,0.715
431,PEPEMARKET,0.393
432,PEPEMARLEY,0.689
433,PEPEMASK,0.757
434,PEPEMILEY,0.658
435,PEPEMINING,0.666
436,PEPEMINO,0.664
437,PEPEMNEMONIC,0.499
438,PEPEMONTOYA,0.688
439,PEPEMORPHS,0.768
440,PEPEMOVIE,0.54
441,PEPENAUT,0.554
442,PEPENGAROO,0.473
443,PEPENICTESLA,0.612
444,PEPENIN,0.271
445,PEPENNATOR,0.462
446,PEPENOMIST,0.806
447,PEPENORMIES,0.491
448,PEPENORRIS,0.574
449,PEPENOSAURUS,0.841
450,PEPENUMA,0.485
451,PEPEOLDCASH,0.558
452,PEPEOLDCHAP,0.366
453,PEPEONE,0.652
454,PEPEOROCHI,0.733
455,PEPEOUTSIDE,0.828
456,PEPEPAMPERS,0.637
457,PEPEPEACE,0.508
458,PEPEPEACOCK,0.566
459,PEPEPEANUTS,0.509
460,PEPEPEARL,0.303
461,PEPEPENPEN,0.484
462,PEPEPHARAON,0.874
463,PEPEPHONEHOM,0.401
464,PEPEPOET,0.659
465,PEPEPOOL,0.483
466,PEPEPOOR,0.579
467,PEPEPOPE,0.076
468,PEPEPOWERONE,0.171
469,PEPEPOWERTWO,0.146
470,PEPEPSI,0.623
471,PEPEPUNCHOUT,0.814
472,PEPEPYRAMID,0.767
473,PEPEQQ,0.905
474,PEPERACCOON,0.531
475,PEPERANGER,0.566
476,PEPERARE,0.227
477,PEPERAZZIS,0.831
478,PEPERBOY,0.841
479,PEPEREME,0.624
480,PEPERGRIFFIN,0.296
481,PEPERICH,0.283
482,PEPERIDER,0.675
483,PEPERMIND,0.406
484,PEPEROOTS,0.446
485,PEPEROSS,0.132
486,PEPEROYAL,0.528
487,PEPERREVENGE,0.777
488,PEPERUSSIAN,0.451
489,PEPESCAVHUNT,0.496
490,PEPESCHEME,0.572
491,PEPESHELDON,0.699
492,PEPESHIRT,0.658
493,PEPESHKRELI,0.79
494,PEPESITO,0.666
495,PEPESKELETON,0.684
496,PEPESMURF,0.311
497,PEPESPACE,0.55
498,PEPESPINNER,0.517
499,PEPESPLANET,0.407
500,PEPESQRPANTS,0.638
501,PEPESSANGE,0.434
502,PEPESTYLE,0.553
503,PEPESUMMER,0.729
504,PEPESUMO,0.646
505,PEPESUPREME,0.475
506,PEPESURFING,0.565
507,PEPESURRECT,0.834
508,PEPESUS,0.75
509,PEPETACO,0.706
510,PEPETANGCLAN,0.745
511,PEPETAR,0.596
512,PEPETARD,0.81
513,PEPETARO,0.469
514,PEPETERROR,0.753
515,PEPETHEFIRST,0.682
516,PEPETHESOG,0.529
517,PEPETHREESIX,0.855
518,PEPETHUGLIFE,0.492
519,PEPETIME,0.366
520,PEPETOBI,0.369
521,PEPETODAMOON,0.384
522,PEPETRADER,0.388
523,PEPETUITY,0.545
524,PEPETUNADE,0.666
525,PEPEUBU,0.375
526,PEPEUNGYO,0.826
527,PEPEVANEYCK,0.563
528,PEPEVANHALEN,0.724
529,PEPEVIAGRA,0.117
530,PEPEVIDEODRO,0.621
531,PEPEVIRAL,0.474
532,PEPEVOLUTION,0.368
533,PEPEVOORHEES,0.564
534,PEPEVYPER,0.601
535,PEPEWAT,0.718
536,PEPEWAVE,0.752
537,PEPEWAY,0.571
538,PEPEWEST,0.094
539,PEPEWOKE,0.692
540,PEPEWOMAN,0.469
541,PEPEWORLDCUP,0.587
542,PEPEXMAS,0.666
543,PEPEYIP,0.845
544,PEPEYOTES,0.613
545,PEPEZAALBINO,0.293
546,PEPEZEUS,0.537
547,PEPEZOMBIE,0.628
548,PEPONG,0.504
549,PEPTARO,0.639
550,PEROCHI,0.49
551,PHEONIXPEPE,0.399
552,PICASSOPEPE,0.801
553,PIRATPEPE,0.63
554,PLAYBOYPEPE,0.743
555,PLEGO,0.887
556,POWERTOPEPE,0.69
557,PREPEDATOR,0.586
558,PRINCESSPEPE,0.607
559,PRIVATEPEPE,0.652
560,PROOFOFPEPE,0.517
561,PUFFPEPE,0.644
562,PUMPINGPEPE,0.574
563,PUNCHPEPE,0.832
564,PUREGOLDPEPE,0.65
565,PUREPEPE,0.38
566,PUTINPEPE,0.0
567,PWAPWAPWAPWA,0.722
568,PYJAMASPEPE,0.813
569,PYTHONPEPE,0.823
570,RAGZTOPEPE,0.468
571,RAIJINPEPE,0.737
572,RAIRPEPE,0.611
573,RANGOPEPE,0.615
574,RAOULDUKEPEP,0.55
575,RAREAPPLE,0.632
576,RARECHAVEZ,0.749
577,RARECHERRY,0.394
578,RARECOINMEME,0.062
579,RAREIVANKA,0.642
580,RAREKEKUIT,0.696
581,RARELEAGUE,0.755
582,RAREPEGO,0.787
583,RAREPEPE,0.299
584,RAREPEPESHOW,0.771
585,RAREPEPESS,0.476
586,RAREQUEEM,0.611
587,RARESLIMPEPE,0.786
588,RARETEMPLATE,0.742
589,RAREWOLFPEPE,0.833
590,RAREZOMBIE,0.563
591,RELATEPEPE,0.39
592,RELAXPEPE,0.301
593,REPOPEPE,0.593
594,RERERPERP,0.291
595,REVOLUCIONAR,0.655
596,REYPEPE,0.603
597,RICHPEPEPOOR,0.734
598,RICKYPEPE,0.804
599,ROCKETPEPE,0.386
600,ROLLINGPEPE,0.372
601,RPBANHAMMER,0.7
602,RPCAGENT,0.84
603,RPDF,0.947
604,RPEPEARMANDO,0.697
605,RPEPERAMI,0.795
606,RUBBERPEPE,0.389
607,RUBEUSPEPE,0.634
608,RUNDMP,0.579
609,SADMILKPEPE,0.583
610,SALTANDPEPE,0.626
611,SALTYTADPEPE,0.777
612,SAMURAIPEPE,0.64
613,SANDORPEPE,0.667
614,SANDWICHPEPE,0.204
615,SANPOPEPE,0.574
616,SEAPEPE,0.682
617,SECURITYPEPE,0.298
618,SEDUSAPEP,0.648
619,SENJUPEPE,0.698
620,SEVENBITPEPE,0.4
621,SGTPEPE,0.831
622,SHIALEBPEPE,0.324
623,SHININGPEPE,0.452
624,SITHLORDPEPE,0.489
625,SKIINGPEPE,0.616
626,SLIMERPEPE,0.84
627,SMELLPEPE,0.704
628,SMUGGLASSES,0.193
629,SMUGPEPE,0.514
630,SOJOURNPEPE,0.631
631,SONICPEPE,0.507
632,SPACEMOUTH,0.602
633,SPACEXPEPE,0.738
634,SPADESPEPE,0.591
635,SPEEDPEPE,0.355
636,SPIDERMNPEPE,0.387
637,SPIRITPEPE,0.546
638,STACYPEPE,0.402
639,STANPEPEE,0.726
640,STARLORDKEK,0.781
641,STEALPEPE,0.716
642,STILLPEPE,0.42
643,STRIPERPEPE,0.805
644,SUPERMANPEPE,0.382
645,SURFINGPEPE,0.797
646,SWAROPEPE,0.724
647,TAJPEPE,0.41
648,TAKOPEPE,0.56
649,TECHNOPEPE,0.317
650,TEMPURAPEPE,0.488
651,TENPINPUTIN,0.0
652,THEANCAPEPE,0.562
653,THEARCHIPEPE,0.433
654,THELASTPEPE,0.844
655,THENEWYORKEK,0.723
656,THEPEPENATOR,0.332
657,THEPEPEWHALE,0.491
658,THEPEPEZONE,0.683
659,THINKINGPEPE,0.844
660,THINPEPE,0.848
661,THOTHPEPE,0.64
662,THREERARE,0.765
663,TIMEPEPE,0.238
664,TIMETRAVELPP,0.0
665,TOBIASPEPE,0.701
666,TRANSPOSE,0.691
667,TRINITYPEPE,0.561
668,TRIPPYPEPE,0.757
669,TROUTPEPE,0.428
670,TRUMPEPE,0.386
671,TRUMPRARE,0.505
672,TSUPEPE,0.229
673,TUBBIES,0.651
674,TUPACPEP,0.441
675,TUXPEPE,0.673
676,TWOPLYPEPE,0.798
677,TWOWEEKSPEPE,0.662
678,UGANDANPEPE,0.55
679,UKIPEPE,0.349
680,ULTRAPEPE,0.554
681,UNCLEPEPE,0.747
682,UNCLEPEPESAM,0.667
683,UNDEADPEPE,0.844
684,UNLUCKYPEPE,0.915
685,VANGOUGHPEPE,0.802
686,VAPORMAGIC,0.818
687,VEGGIEPEPE,0.749
688,VICEPEPE,0.666
689,VIKINGSPEPE,0.635
690,VINTAGEPEP,0.352
691,VIRUSPEPE,0.684
692,VOLDEPEPE,0.635
693,VONPEPEHAYEK,0.479
694,WALLPEPE,0.55
695,WANTEDPEPE,0.565
696,WEAREALLPEPE,0.295
697,WESTERNPEPE,0.774
698,WHEELOFPEPE,0.809
699,WHOAPEPE,0.439
700,WIREDPEPE,0.473
701,WOLONGPEPE,0.596
702,WORLDOFPEPE,0.562
703,WORLDPEPEHD,0.648
704,WWFPEPE,0.668
705,XENOPEPE,0.451
706,XMASANTAPEPE,0.168
707,XOBLORTPEPE,0.626
708,XPEPE,0.276
709,YODAPEP,0.639
710,YODAPEPE,0.598
711,ZENAFPEPE,0.492
712,ZEROWINGPEPE,0.112
713,ZETAPEPE,0.435
714,ZIKAPEPE,0.585
715,ZZZZPEPE,0.505
