,Name,gini
90,DOUBLEPEPE,0.508
91,DRATHPEPE,0.615
92,DROPPEPE,0.885
93,DUMBLEPEPE,0.609
94,DUMMIES,0.919
95,EGGPLANTMKNY,0.855
96,EGGPLANTPEPE,0.789
97,EINSTEINPEPE,0.368
98,EMPERORPEPE,0.582
99,EXCLUPEPE,0.566
100,EYEOFTHEPEPE,0.0
101,FATPEPE,0.798
102,FEATHERSPEPE,0.685
103,FILEONPEPE,0.423
104,FIREASSPEPE,0.207
105,FLAPPYPEPE,0.895
106,FLUFFYPEPES,0.463
107,FOLDERPEPE,0.476
108,FORKPEPE,0.708
109,FRACTALPEPE,0.238
110,FREEMYPEPE,0.382
111,FREETIBETPP,0.55
112,FRENCHPEPE,0.717
113,FRIENDSPEPE,0.874
114,FRYPEPE,0.637
115,FSBPUTINPEPE,0.0
116,FULLMETALPEP,0.657
117,FUNPEPE,0.792
118,GADGETPEPE,0.488
119,GADSDENPEPE,0.791
120,GAINSPEPE,0.684
121,GAIUSPEPEUS,0.647
122,GAMBITPEPE,0.625
123,GAMEOFPEPE,0.719
124,GENIEPEPE,0.588
125,GODEMPEPE,0.619
126,GOKUPEPE,0.935
127,GOSPELPEPE,0.583
128,GOTHICPEPE,0.755
129,GRANDPEPE,0.724
130,GREEDYPEPES,0.745
131,GROYPAUCTION,0.677
132,GROYPERDB,0.647
133,GROYPERMONKY,0.871
134,GTAPEP,0.541
135,GUNSNPEPES,0.439
136,GURUPEPE,0.607
137,HAIRPEPE,0.712
138,HANPEPE,0.571
139,HANSEIPEPE,0.686
140,HARAMPEPE,0.774
141,HARDPEPEFORK,0.735
142,HARRYPEPES,0.589
143,HEISENPEPE,0.727
144,HELOPEPE,0.597
145,HERNIAPEPE,0.144
146,HILLARYPEPE,0.672
147,HIPPIEPEPE,0.332
148,HISTORICPEPE,0.584
149,HOLYPEPE,0.865
150,HUCKAPEPE,0.435
151,HULAPEPE,0.861
152,HULKPEPE,0.378
153,HYPNOPEPE,0.25
154,ILUMINATRARE,0.422
155,IMWITHPEPE,0.577
156,INCREDIEPEPE,0.668
157,IRONMANPEPE,0.396
158,IRONPEPE,0.347
159,ISOPEPE,0.587
160,ITPEPE,0.664
161,JACKOPEPE,0.468
162,JACKPOTPEPE,0.629
163,JALAPEPE,0.314
164,JIHANWU,0.509
165,JINQIANSHU,0.669
166,JMPEPEKEYNES,0.73
167,JOELOONEYBIN,0.562
168,JOKERPEPEKEK,0.814
169,JONSNOWPEPE,0.578
170,JORDANPEPE,0.602
171,JUDYPEPE,0.548
172,JUNSETHPEPE,0.548
173,KAMIKAZEPEPE,0.592
174,KARTANDPEPE,0.656
175,KEISERPEPE,0.741
176,KEKALITY,0.361
177,KEKANC,0.798
178,KEKET,0.422
179,KEKMONTECRLO,0.683
180,KEKTOPUS,0.684
181,KICKPEPE,0.799
182,KIGURUMIPEPE,0.737
183,KILLARYPEPE,0.389
184,KOIPEPE,0.685
185,KOJIPEPE,0.417
186,KUNAIKEK,0.832
187,LEDZEPEPELIN,0.656
188,LEGENDOFPEPE,0.749
189,LEOPEPESCAM,0.861
190,LEVELUPPEPE,0.84
191,LIAMPEPE,0.294
192,LIGHTITON,0.269
193,LIKEPEPEBRO,0.288
194,LISKPPAPPEPE,0.425
195,LITTLEBOPEPE,0.79
196,LORDGLEN,0.422
197,LOVEPEPETATO,0.495
198,LOWRIDERPEPE,0.517
199,LUPEPEN,0.387
200,MADMAXPEPE,0.698
201,MAGICPEPEYE,0.788
202,MANDARAPEPE,0.699
203,MANDELPEPE,0.747
204,MAOISMPEPE,0.775
205,MAOPEPE,0.795
206,MARINEPEINE,0.782
207,MARSPEPE,0.818
208,MARVINPEPE,0.27
209,MCPEPEDEBUFF,0.5
210,MELANCHOLIA,0.52
211,MEMPOOLPEPE,0.83
212,MERKLETREEPE,0.717
213,MILLIONAIRPP,0.723
214,MISSTURNPEPE,0.644
215,MOBBPEPE,0.895
216,MONALISAPEPE,0.158
217,MONBOURARNO,0.467
218,MONOPEPEOLY,0.787
219,MONTYPEPE,0.538
220,MOONPEPE,0.499
221,MOONPEPESUN,0.537
222,MORPHEUSPEPE,0.103
223,MRPOTATOPEPE,0.458
224,MTPEPEMORE,0.503
225,MURICAPEPE,0.646
226,MYPEPELITTLE,0.462
227,MYSPEPE,0.859
228,NAMIDAPEPE,0.759
229,NEONPEPE,0.474
230,NEOPEPE,0.406
231,NEUROPEPE,0.401
232,NEWYEARPEPE,0.626
233,NINJAPEPES,0.625
234,NOFAPPEPE,0.819
235,NOFUCKSPUTIN,0.0
236,NURSEPEPE,0.889
237,ONEEYEMONKEY,0.858
238,OPPPEPE,0.479
239,OPTIMUSPEPE,0.165
240,OROCHIPEPE,0.607
241,OUIJAPEPE,0.618
242,OWLPEPE,0.636
243,PACPEP,0.87
244,PAPILLON,0.326
245,PARTYPEPE,0.84
246,PAWNTHELAMBO,0.505
247,PECATRINA,0.788
248,PECTERIA,0.784
249,PEKMAN,0.407
250,PENIC,0.878
251,PENNYPEPE,0.528
252,PENPEN,0.437
253,PEPA,0.631
254,PEPAGEISHA,0.607
255,PEPALISA,0.085
256,PEPAPINUP,0.639
257,PEPCASSO,0.325
258,PEPEADDICTS,0.711
259,PEPEAGYO,0.829
260,PEPEAKI,0.459
261,PEPEANDFEELS,0.375
262,PEPEANDROID,0.595
263,PEPEART,0.741
264,PEPEARTISTE,0.805
265,PEPEASSANGE,0.454
266,PEPEASTRO,0.588
267,PEPEBALLOON,0.792
268,PEPEBANG,0.515
269,PEPEBEARD,0.89
270,PEPEBEEFTAXI,0.451
271,PEPEBILL,0.555
272,PEPEBIRTH,0.349
273,PEPEBOY,0.868
274,PEPEBRAIN,0.745
275,PEPEBREEDER,0.175
276,PEPEBRICK,0.252
277,PEPEBRICKJR,0.727
278,PEPEBROS,0.794
279,PEPEBURGUNDY,0.41
280,PEPEBUSHIDO,0.427
281,PEPEBUZZ,0.681
282,PEPECAKEK,0.548
283,PEPECAMO,0.666
284,PEPECARNIVAL,0.566
285,PEPECART,0.451
286,PEPECASTRO,0.474
287,PEPECENT,0.499
288,PEPECHAININ,0.843
289,PEPECHAIRMAN,0.89
290,PEPECHE,0.704
291,PEPECITY,0.731
292,PEPECLOCK,0.372
293,PEPECOASTER,0.88
294,PEPECOLLECT,0.828
295,PEPECONTRACT,0.731
296,PEPECOURAGE,0.451
297,PEPECOWBELL,0.798
298,PEPECRYSTAL,0.626
299,PEPEDANCE,0.613
300,PEPEDATA,0.804
301,PEPEDIEPIE,0.728
302,PEPEDINHO,0.564
303,PEPEDOL,0.771
304,PEPEDRAKE,0.876
305,PEPEDRINO,0.548
306,PEPEDROID,0.656
307,PEPEDUCREUX,0.829
308,PEPEDWARD,0.519
309,PEPEEVO,0.397
310,PEPEFALLOUT,0.24
311,PEPEFETT,0.588
312,PEPEFIFTYONE,0.739
313,PEPEFLECTION,0.928
314,PEPEFREQ,0.862
315,PEPEFROMHELL,0.817
316,PEPEFUYU,0.512
317,PEPEGANDHI,0.535
318,PEPEGATES,0.858
319,PEPEGIANT,0.266
320,PEPEGIGA,0.562
321,PEPEGLOBE,0.799
322,PEPEGOAT,0.352
323,PEPEGOLDBAR,0.916
324,PEPEGOLUM,0.547
325,PEPEGRAFFITI,0.43
326,PEPEGRAM,0.565
327,PEPEGRAVE,0.824
328,PEPEGREEN,0.523
329,PEPEGUN,0.522
330,PEPEHAND,0.479
331,PEPEHARU,0.415
332,PEPEHEFNER,0.571
333,PEPEHODLER,0.558
334,PEPEHOFFMAN,0.335
335,PEPEHOPE,0.566
336,PEPEHORROR,0.602
337,PEPEHUNGRY,0.625
338,PEPEHUNTER,0.722
339,PEPEISLOVE,0.673
340,PEPEISPEACE,0.587
341,PEPEJAPAN,0.308
342,PEPEJIRO,0.327
343,PEPEJOSE,0.51
344,PEPEKACHU,0.126
345,PEPEKAPARKER,0.654
346,PEPEKART,0.637
347,PEPEKEEPER,0.733
348,PEPEKEN,0.405
349,PEPEKIDSART,0.432
350,PEPEKIM,0.887
351,PEPEKONGBIGM,0.6
352,PEPEKUN,0.789
353,PEPELAMA,0.459
354,PEPELAND,0.861
355,PEPELENNON,0.787
356,PEPELEO,0.858
357,PEPELEPEW,0.41
358,PEPELEVICH,0.804
359,PEPELIBRARY,0.419
360,PEPELIBRIUM,0.423
361,PEPELLUM,0.707
362,PEPELOCATION,0.599
363,PEPELOOP,0.813
364,PEPELOUX,0.856
365,PEPELVSD,0.39
366,PEPELYNMASON,0.433
367,PEPEMANE,0.556
368,PEPEMARLEY,0.689
369,PEPEMAXAF,0.494
370,PEPEME,0.904
371,PEPEMINING,0.666
372,PEPEMINO,0.664
373,PEPEMINT,0.821
374,PEPEMONTOYA,0.688
375,PEPEMOVIE,0.54
376,PEPENAUT,0.547
377,PEPENEON,0.604
378,PEPENNATOR,0.462
379,PEPENORMIES,0.491
380,PEPENORRIS,0.574
381,PEPENSTEIN,0.895
382,PEPENUMA,0.485
383,PEPEOLDCHAP,0.366
384,PEPEOROCHI,0.733
385,PEPEOUTSIDE,0.828
386,PEPEPAMPERS,0.637
387,PEPEPARTY,0.679
388,PEPEPEACE,0.508
389,PEPEPEANUTS,0.509
390,PEPEPEARL,0.303
391,PEPEPENPEN,0.484
392,PEPEPHARAON,0.874
393,PEPEPHONEHOM,0.401
394,PEPEPOET,0.659
395,PEPEPOOL,0.482
396,PEPEPOOR,0.579
397,PEPEPOPE,0.079
398,PEPEPUFF,0.907
399,PEPEPUNCHOUT,0.814
400,PEPEPYRAMID,0.767
401,PEPEQQ,0.905
402,PEPERACCOON,0.531
403,PEPERARE,0.227
404,PEPERAZZIS,0.831
405,PEPERBOY,0.841
406,PEPEREME,0.624
407,PEPERGRIFFIN,0.296
408,PEPERICH,0.283
409,PEPERIDER,0.675
410,PEPERMIND,0.406
411,PEPEROOTS,0.446
412,PEPEROSS,0.132
413,PEPERREVENGE,0.777
414,PEPERUS,0.755
415,PEPERUSSIAN,0.451
416,PEPESCAVHUNT,0.496
417,PEPESCHEME,0.572
418,PEPESCIENCE,0.88
419,PEPESHELDON,0.699
420,PEPESHIRT,0.658
421,PEPESKELETON,0.684
422,PEPESMALLS,0.463
423,PEPESMURF,0.311
424,PEPESOUP,0.866
425,PEPESPACE,0.55
426,PEPESPINNER,0.517
427,PEPESPLANET,0.407
428,PEPESQRPANTS,0.638
429,PEPESSANGE,0.434
430,PEPESTARBOY,0.663
431,PEPESTYLE,0.553
432,PEPESUMMER,0.729
433,PEPESUPREME,0.475
434,PEPESUS,0.75
435,PEPETACO,0.708
436,PEPETANGCLAN,0.745
437,PEPETAR,0.592
438,PEPETARD,0.81
439,PEPETARO,0.469
440,PEPETERROR,0.753
441,PEPETEX,0.841
442,PEPETHEFIRST,0.682
443,PEPETHEFROG,0.718
444,PEPETHESOG,0.529
445,PEPETHETROLL,0.892
446,PEPETHOR,0.897
447,PEPETHUGLIFE,0.492
448,PEPETIME,0.363
449,PEPETIN,0.888
450,PEPETOBI,0.369
451,PEPETODAMOON,0.384
452,PEPETOULLE,0.91
453,PEPETOWN,0.834
454,PEPETRADER,0.388
455,PEPETRASH,0.87
456,PEPETRATION,0.803
457,PEPETRAZ,0.899
458,PEPETUITY,0.545
459,PEPETUNADE,0.666
460,PEPEUBU,0.375
461,PEPEUNGYO,0.826
462,PEPEVANEYCK,0.563
463,PEPEVIAGRA,0.117
464,PEPEVIDEODRO,0.621
465,PEPEVIRAL,0.474
466,PEPEVOLUTION,0.368
467,PEPEVOORHEES,0.564
468,PEPEWAT,0.718
469,PEPEWAVE,0.752
470,PEPEWOMAN,0.469
471,PEPEWORLDCUP,0.587
472,PEPEYIP,0.845
473,PEPEZEUS,0.537
474,PEPEZIO,0.913
475,PEPOCALYPSE,0.907
476,PEPONG,0.504
477,PEROCHI,0.49
478,PHEONIXPEPE,0.399
479,PICASSOPEPE,0.801
480,PLEGO,0.887
481,PLINKOPEPE,0.844
482,PMOPEPE,0.692
483,POWERTOPEPE,0.69
484,PPKING,0.649
485,PREPEDATOR,0.586
486,PRINCESSPEPE,0.607
487,PRIVATEPEPE,0.652
488,PROOFOFPEPE,0.517
489,PSYCHEPEPE,0.588
490,PUFFPEPE,0.644
491,PUNCHPEPE,0.832
492,PUREGOLDPEPE,0.65
493,PUREPEPE,0.38
494,PUTINPEPE,0.0
495,PYTHONPEPE,0.823
496,QUEGUAYPEPE,0.835
497,QUEPASAPEPE,0.861
498,RAGZTOPEPE,0.468
499,RAIJINPEPE,0.737
500,RAIRPEPE,0.611
501,RAOULDUKEPEP,0.55
502,RARECHAVEZ,0.749
503,RARECHERRY,0.43
504,RARECOINMEME,0.062
505,RAREDIETIES,0.882
506,RAREIVANKA,0.642
507,RAREKEKUIT,0.696
508,RARELEAGUE,0.755
509,RARELORDKEK,0.859
510,RAREMRROBOT,0.816
511,RAREPEGO,0.787
512,RAREPEPE,0.299
513,RAREPEPEFONZ,0.946
514,RAREPEPESS,0.471
515,RAREQUEEM,0.611
516,RELATEPEPE,0.39
517,RELAXPEPE,0.301
518,REPOPEPE,0.593
519,RERERPERP,0.291
520,RESERVPEPES,0.821
521,REYPEPE,0.6
522,RGBPEPE,0.75
523,RICKYPEPE,0.804
524,ROCKETPEPE,0.386
525,ROCKINGPEPE,0.847
526,ROLLINGPEPE,0.372
527,RPBANHAMMER,0.7
528,RPCAGENT,0.84
529,RPEPEARMANDO,0.697
530,RPEPEGOJAIL,0.931
531,RPSILLYWALK,0.93
532,RUBBERPEPE,0.389
533,RUBIXPEPE,0.794
534,SADMILKPEPE,0.583
535,SALTANDPEPE,0.626
536,SALTYTADPEPE,0.777
537,SAMURAIPEPE,0.64
538,SANPOPEPE,0.574
539,SCORPEPE,0.786
540,SEAMANPEPE,0.692
541,SEAPEPE,0.682
542,SECURITYPEPE,0.298
543,SENJUPEPE,0.698
544,SENPAIPEPE,0.923
545,SEVENBITPEPE,0.4
546,SEXAYEPEPE,0.93
547,SHAKAPEPE,0.801
548,SHIALEBPEPE,0.324
549,SHININGPEPE,0.452
550,SKIINGPEPE,0.616
551,SMITHPEPE,0.877
552,SMUGCHIPS,0.864
553,SMUGPEPE,0.514
554,SNOTPEPE,0.794
555,SODAPEPENSKI,0.672
556,SOJOURNPEPE,0.63
557,SONICPEPE,0.507
558,SOUNDOFPEPE,0.918
559,SPIDERMNPEPE,0.387
560,SPIRITPEPE,0.546
561,SQUATCHPEPE,0.853
562,STACYPEPE,0.402
563,STAMPOFKEK,0.882
564,STEALPEPE,0.716
565,STILLPEPE,0.42
566,STRIPERPEPE,0.805
567,SUCHSHARE,0.799
568,SUPAPEPE,0.873
569,SUPERMANPEPE,0.382
570,SWAROPEPE,0.724
571,TAJPEPE,0.41
572,TAKOPEPE,0.56
573,TENPINPUTIN,0.0
574,THEANCAPEPE,0.562
575,THEARCHIPEPE,0.433
576,THELASTPEPE,0.844
577,THENEWYORKEK,0.723
578,THEPEPENATOR,0.332
579,THEPEPEZONE,0.683
580,THINKINGPEPE,0.844
581,THINPEPE,0.848
582,THOTHPEPE,0.64
583,THREERARE,0.765
584,TIMEPEPE,0.238
585,TLCPEPE,0.843
586,TOBIASPEPE,0.705
587,TOMATOPEPE,0.844
588,TRANSPOSE,0.689
589,TREEOFPEPE,0.867
590,TRIPPYPEPE,0.757
591,TROUTPEPE,0.428
592,TRUMPEPE,0.386
593,TRUMPRARE,0.505
594,UFOPEPE,0.719
595,UKIPEPE,0.349
596,UNCLEPEPE,0.747
597,UNCLEPEPESAM,0.667
598,UNDEADPEPE,0.844
599,UNLUCKYPEPE,0.915
600,VAPORMAGIC,0.818
601,VEGGIEPEPE,0.749
602,VERIFIEDPEPE,0.673
603,VINTAGEPEP,0.357
604,VIRUSPEPE,0.684
605,VOLDEPEPE,0.635
606,VONPEPEHAYEK,0.479
607,WALLPEPE,0.55
608,WANKSYPEPE,0.82
609,WANTEDPEPE,0.565
610,WEAREALLPEPE,0.295
611,WHOAPEPE,0.439
612,WIREDPEPE,0.473
613,WORLDPEPEHD,0.648
614,WWFPEPE,0.669
615,XCHAINPEPE,0.825
616,XENOPEPE,0.451
617,XIPEPE,0.903
618,XMASANTAPEPE,0.168
619,XOBLORTPEPE,0.626
620,XPEPE,0.276
621,YAMATOPEPE,0.819
622,YODAPEPE,0.598
623,ZEROWINGPEPE,0.112
624,ZETAPEPE,0.435
625,ZIKAPEPE,0.585
626,ZOOKOPEPE,0.907
627,ZZZZPEPE,0.505
