Name,Type,Date,Date_Index,Supply,Price in USD,Quantity,Gini,Top_3,Top_5,Top_10,Series
PRINCESSPEPE,get,2021-08-26 00:33:40,2021-08,100.0,276.0,4.0,0.625,0.59,0.72,0.85,4.0
RPEPEARMANDO,give,2021-08-26 00:33:40,2021-08,100.0,220.8,1.0,0.799,0.89,0.91,0.96,3.0
PEPEPHONEHOM,get,2021-08-26 00:33:40,2021-08,100.0,966.0,1.0,0.486,0.4,0.52,0.67,3.0
MONALISAPEPE,get,2021-08-25 21:43:40,2021-08,100.0,827.9999999999999,1.0,0.541,0.55,0.61,0.71,4.0
LIGHTITON,get,2021-08-25 20:27:46,2021-08,100.0,386.4,1.0,0.808,1.02,1.04,1.09,31.0
PEPESPLANET,dispenser,2021-08-25 18:53:10,2021-08,100.0,132.018,1.0,0.596,0.67,0.71,0.77,25.0
LIGHTITON,get,2021-08-25 17:43:30,2021-08,100.0,386.4,1.0,0.81,1.02,1.04,1.09,31.0
PEPECENT,dispenser,2021-08-25 17:22:07,2021-08,100.0,726.7588699700001,1.0,0.625,0.66,0.72,0.8,7.0
PEPESPLANET,dispenser,2021-08-25 17:09:22,2021-08,100.0,132.018,1.0,0.6,0.67,0.71,0.76,25.0
DEXTERPEPE,get,2021-08-25 17:09:22,2021-08,50.0,5520.0,1.0,0.199,0.22,0.3,0.48,2.0
DEXTERPEPE,get,2021-08-25 14:59:29,2021-08,50.0,4140.0,1.0,0.208,0.22,0.3,0.5,2.0
WHOAPEPE,get,2021-08-25 14:37:23,2021-08,100.0,276.0,3.0,0.639,0.67,0.81,0.96,25.0
PEPESPLANET,dispenser,2021-08-25 11:47:19,2021-08,100.0,110.015,1.0,0.6,0.67,0.71,0.76,25.0
HIPPIEPEPE,dispenser,2021-08-25 11:24:49,2021-08,100.0,312.5944207,1.0,0.518,0.47,0.55,0.71,18.0
PEPESPLANET,dispenser,2021-08-25 11:24:49,2021-08,100.0,110.015,1.0,0.603,0.67,0.7,0.75,25.0
MONALISAPEPE,get,2021-08-25 10:05:41,2021-08,100.0,552.0,1.0,0.549,0.56,0.62,0.72,4.0
PEPEDRINO,get,2021-08-25 09:57:03,2021-08,100.0,27.6,2.0,0.73,0.79,0.84,0.92,34.0
PEPEDRINO,get,2021-08-25 08:57:50,2021-08,100.0,27.6,1.0,0.746,0.82,0.86,0.93,34.0
CHUWAPEPE,get,2021-08-25 08:57:50,2021-08,100.0,55.2,1.0,0.763,0.86,0.91,0.97,33.0
PEPEBUSHIDO,get,2021-08-25 04:20:53,2021-08,100.0,220.8,1.0,0.806,0.93,0.95,1.0,36.0
PEPEWOMAN,get,2021-08-25 03:44:03,2021-08,100.0,212.52,1.0,0.525,0.47,0.56,0.68,30.0
ROLLINGPEPE,get,2021-08-24 23:58:08,2021-08,100.0,93.84,2.0,0.584,0.52,0.67,0.8,6.0
PEPETOBI,get,2021-08-24 23:58:08,2021-08,100.0,41.4,1.0,0.63,0.61,0.72,0.84,33.0
HYPNOPEPE,get,2021-08-24 19:07:36,2021-08,100.0,193.2,1.0,0.492,0.47,0.55,0.65,4.0
PEPELVSD,dispenser,2021-08-24 17:09:18,2021-08,100.0,170.96331,1.0,0.633,0.63,0.75,0.87,22.0
MRPOTATOPEPE,get,2021-08-24 14:21:16,2021-08,100.0,69.0,3.0,0.611,0.65,0.75,0.89,16.0
COBAINPEPE,get,2021-08-24 06:57:16,2021-08,100.0,138.0,1.0,0.621,0.61,0.71,0.89,33.0
ROLLINGPEPE,get,2021-08-24 06:57:16,2021-08,100.0,93.84,1.0,0.597,0.54,0.69,0.82,6.0
CHERRYONTOP,dispenser,2021-08-24 06:49:41,2021-08,100.0,220.03,1.0,0.735,0.83,0.87,0.92,34.0
PEPEDINHO,get,2021-08-24 04:33:16,2021-08,100.0,82.8,5.0,0.78,0.92,0.96,1.0,34.0
PEPESMURF,get,2021-08-24 04:33:16,2021-08,100.0,110.4,6.0,0.483,0.36,0.48,0.65,5.0
WANTEDPEPE,get,2021-08-24 04:03:11,2021-08,100.0,165.6,1.0,0.592,0.54,0.66,0.78,6.0
CHUWAPEPE,get,2021-08-24 03:02:51,2021-08,100.0,55.2,1.0,0.78,0.9,0.94,0.99,33.0
CHEECHPEPE,get,2021-08-24 03:02:51,2021-08,100.0,552.0,1.0,0.401,0.31,0.41,0.53,5.0
CHUWAPEPE,get,2021-08-24 02:58:40,2021-08,100.0,55.2,1.0,0.781,0.91,0.95,1.0,33.0
PEPEDRINO,get,2021-08-24 02:58:40,2021-08,100.0,41.4,1.0,0.783,0.88,0.92,0.97,34.0
PEPEDRINO,get,2021-08-24 01:58:33,2021-08,100.0,41.4,1.0,0.785,0.89,0.93,0.98,34.0
PEPEDRINO,get,2021-08-24 00:57:43,2021-08,100.0,41.4,1.0,0.785,0.9,0.94,0.99,34.0
COBAINPEPE,get,2021-08-24 00:06:30,2021-08,100.0,138.0,2.0,0.628,0.62,0.72,0.89,33.0
PEPESMURF,get,2021-08-24 00:06:30,2021-08,100.0,110.4,4.0,0.518,0.42,0.54,0.69,5.0
NEONPEPE,dispenser,2021-08-23 22:36:54,2021-08,100.0,528.072,1.0,0.572,0.56,0.67,0.8,3.0
PEPEHORROR,dispenser,2021-08-23 22:31:37,2021-08,100.0,550.075,1.0,0.61,0.62,0.68,0.79,7.0
PRINCESSPEPE,get,2021-08-23 20:50:31,2021-08,100.0,276.0,1.0,0.646,0.63,0.76,0.86,4.0
PEPEDINHO,get,2021-08-23 20:49:12,2021-08,100.0,82.8,1.0,0.79,0.94,0.97,1.0,34.0
CHUWAPEPE,get,2021-08-23 20:36:01,2021-08,100.0,55.2,2.0,0.781,0.92,0.96,1.01,33.0
PEPEDRINO,get,2021-08-23 20:36:01,2021-08,100.0,41.4,2.0,0.784,0.91,0.95,1.0,34.0
DRATHPEPE,get,2021-08-23 19:54:28,2021-08,100.0,331.2,5.0,0.637,0.61,0.71,0.86,3.0
PEPEPHONEHOM,get,2021-08-23 19:54:28,2021-08,100.0,966.0,1.0,0.486,0.4,0.52,0.67,3.0
PRINCESSPEPE,get,2021-08-23 19:40:47,2021-08,100.0,207.0,3.0,0.651,0.64,0.77,0.87,4.0
MISSTURNPEPE,get,2021-08-23 19:40:47,2021-08,100.0,207.0,3.0,0.71,0.78,0.84,0.94,4.0
PEPEFETT,get,2021-08-23 19:39:11,2021-08,100.0,151.79999999999998,5.0,0.633,0.58,0.73,0.84,4.0
PEPEKONGBIGM,get,2021-08-23 19:24:40,2021-08,100.0,552.0,5.0,0.708,0.8,0.84,0.89,3.0
CIRCLEOFPEPE,get,2021-08-23 19:24:40,2021-08,100.0,827.9999999999999,10.0,0.584,0.55,0.64,0.76,3.0
JALAPEPE,get,2021-08-23 19:22:38,2021-08,100.0,276.0,4.0,0.529,0.43,0.58,0.71,3.0
PRIVATEPEPE,get,2021-08-23 19:22:38,2021-08,100.0,248.4,10.0,0.678,0.74,0.8,0.9,3.0
INCREDIEPEPE,get,2021-08-23 19:22:38,2021-08,100.0,273.23999999999995,1.0,0.673,0.72,0.78,0.85,3.0
DRATHPEPE,get,2021-08-23 19:22:38,2021-08,100.0,276.0,2.0,0.663,0.66,0.76,0.87,3.0
MISSTURNPEPE,get,2021-08-23 18:18:46,2021-08,100.0,207.0,1.0,0.728,0.81,0.87,0.95,4.0
MISSTURNPEPE,get,2021-08-23 18:06:40,2021-08,100.0,207.0,1.0,0.737,0.82,0.88,0.95,4.0
PEPELEPEW,get,2021-08-23 14:21:28,2021-08,50.0,1838.16,1.0,0.431,0.44,0.58,0.74,2.0
CHUWAPEPE,get,2021-08-23 13:51:31,2021-08,100.0,55.2,1.0,0.789,0.96,0.98,1.02,33.0
PEPESMURF,get,2021-08-23 11:05:52,2021-08,100.0,110.4,1.0,0.537,0.46,0.58,0.71,5.0
PEPESMURF,get,2021-08-23 11:05:31,2021-08,100.0,110.4,2.0,0.552,0.48,0.6,0.73,5.0
PEPESMURF,get,2021-08-23 11:05:31,2021-08,100.0,110.4,1.0,0.545,0.47,0.59,0.72,5.0
MONALISAPEPE,get,2021-08-23 11:01:34,2021-08,100.0,480.24,1.0,0.557,0.57,0.63,0.73,4.0
PEPESMURF,get,2021-08-23 10:08:48,2021-08,100.0,110.4,1.0,0.571,0.5,0.63,0.76,5.0
CANTDRAWPEPE,get,2021-08-23 09:58:04,2021-08,100.0,69.0,1.0,0.597,0.55,0.69,0.85,16.0
MRPOTATOPEPE,get,2021-08-23 09:58:04,2021-08,100.0,69.0,2.0,0.619,0.68,0.78,0.91,16.0
PEPESMURF,get,2021-08-23 09:50:43,2021-08,100.0,99.36,1.0,0.589,0.56,0.66,0.77,5.0
PEPESMURF,get,2021-08-23 09:50:43,2021-08,100.0,110.4,5.0,0.573,0.51,0.63,0.76,5.0
BTCPEPE,get,2021-08-23 08:55:44,2021-08,100.0,138.0,5.0,0.461,0.32,0.42,0.62,10.0
BOYSCLUBPEPE,get,2021-08-23 08:45:37,2021-08,100.0,110.4,24.0,0.617,0.6,0.74,0.84,10.0
COBAINPEPE,get,2021-08-23 08:45:37,2021-08,100.0,138.0,5.0,0.639,0.64,0.74,0.9,33.0
BOYSCLUBPEPE,get,2021-08-23 06:24:42,2021-08,100.0,110.4,1.0,0.655,0.7,0.77,0.85,10.0
ILUMINATRARE,dispenser,2021-08-22 23:53:13,2021-08,100.0,1100.15,1.0,1.232,0.99,1.16,1.34,34.0
NEONPEPE,dispenser,2021-08-22 22:47:32,2021-08,100.0,528.072,1.0,0.579,0.57,0.68,0.8,3.0
JACKOPEPE,get,2021-08-22 17:21:01,2021-08,100.0,138.0,1.0,0.634,0.64,0.76,0.88,6.0
MONALISAPEPE,get,2021-08-22 13:32:15,2021-08,100.0,400.2,1.0,0.565,0.58,0.64,0.74,4.0
ROLLINGPEPE,get,2021-08-22 10:35:44,2021-08,100.0,93.84,1.0,0.602,0.55,0.7,0.83,6.0
JACKOPEPE,get,2021-08-22 06:46:36,2021-08,100.0,138.0,2.0,0.639,0.65,0.77,0.88,6.0
CHEECHPEPE,get,2021-08-22 05:55:26,2021-08,100.0,552.0,3.0,0.401,0.31,0.41,0.53,5.0
PEPECART,get,2021-08-22 00:30:12,2021-08,100.0,27.6,5.0,0.626,0.63,0.7,0.79,33.0
HYPNOPEPE,get,2021-08-21 18:10:17,2021-08,100.0,190.44,1.0,0.507,0.49,0.57,0.67,4.0
PEPECOURAGE,get,2021-08-21 18:10:17,2021-08,100.0,138.0,1.0,0.736,0.94,1.0,1.06,27.0
GADGETPEPE,get,2021-08-21 10:06:19,2021-08,100.0,179.39999999999998,1.0,0.543,0.48,0.59,0.76,4.0
PEPEFETT,get,2021-08-21 09:42:44,2021-08,100.0,151.79999999999998,1.0,0.66,0.64,0.79,0.87,4.0
ROLLINGPEPE,get,2021-08-21 08:45:49,2021-08,100.0,104.88,2.0,0.6,0.56,0.71,0.84,6.0
PEPEFETT,get,2021-08-21 08:45:49,2021-08,100.0,151.79999999999998,1.0,0.666,0.65,0.8,0.87,4.0
RPEPEARMANDO,give,2021-08-21 01:22:05,2021-08,100.0,190.44,1.0,0.803,0.9,0.92,0.97,3.0
PEPETOBI,get,2021-08-20 19:46:37,2021-08,100.0,46.92,1.0,0.633,0.61,0.73,0.85,33.0
PEPELVSD,get,2021-08-20 19:46:37,2021-08,100.0,55.2,1.0,0.638,0.64,0.76,0.88,22.0
PEPECART,get,2021-08-20 19:33:42,2021-08,100.0,27.6,1.0,0.645,0.67,0.72,0.8,33.0
PEPEBANG,get,2021-08-20 12:32:14,2021-08,100.0,55.2,1.0,0.739,0.87,1.0,1.06,30.0
PEPECART,get,2021-08-20 11:34:58,2021-08,100.0,22.08,3.0,0.657,0.68,0.74,0.82,33.0
BONDPEPE,get,2021-08-20 10:19:25,2021-08,100.0,165.6,1.0,0.641,0.62,0.74,0.83,8.0
RPEPEARMANDO,give,2021-08-19 18:55:09,2021-08,100.0,165.6,1.0,0.807,0.91,0.93,0.98,3.0
NEONPEPE,dispenser,2021-08-19 16:36:21,2021-08,100.0,528.072,1.0,0.584,0.57,0.68,0.79,3.0
GADGETPEPE,get,2021-08-19 15:55:20,2021-08,100.0,179.39999999999998,1.0,0.547,0.49,0.6,0.77,4.0
PEPEPEACE,give,2021-08-19 14:51:07,2021-08,100.0,276.0,1.0,0.606,0.61,0.67,0.77,30.0
PEPECART,get,2021-08-19 14:51:07,2021-08,100.0,22.08,3.0,0.673,0.71,0.76,0.83,33.0
PENPEN,give,2021-08-19 14:51:07,2021-08,100.0,276.0,1.0,0.516,0.44,0.53,0.67,27.0
PEPECART,get,2021-08-19 14:38:34,2021-08,100.0,22.08,1.0,0.687,0.74,0.78,0.84,33.0
PAPILLON,get,2021-08-19 13:35:54,2021-08,100.0,2760.0,1.0,0.417,0.33,0.45,0.63,12.0
PEPEHAND,get,2021-08-19 05:26:52,2021-08,100.0,276.0,1.0,0.694,0.76,0.84,0.94,25.0
DRATHPEPE,get,2021-08-18 23:04:57,2021-08,100.0,276.0,1.0,0.675,0.68,0.78,0.88,3.0
PEPEBURGUNDY,get,2021-08-18 23:04:57,2021-08,100.0,331.2,1.0,0.516,0.42,0.56,0.74,4.0
PRINCESSPEPE,get,2021-08-18 21:13:11,2021-08,100.0,207.0,1.0,0.667,0.67,0.8,0.88,4.0
PEPEFETT,get,2021-08-18 21:13:11,2021-08,100.0,151.79999999999998,1.0,0.671,0.66,0.81,0.88,4.0
COBAINPEPE,get,2021-08-18 20:41:27,2021-08,100.0,138.0,1.0,0.667,0.69,0.79,0.91,33.0
BOYSCLUBPEPE,get,2021-08-18 20:29:27,2021-08,100.0,182.16,1.0,0.663,0.71,0.78,0.88,10.0
COBAINPEPE,get,2021-08-18 20:04:25,2021-08,100.0,138.0,1.0,0.67,0.7,0.8,0.92,33.0
BOYSCLUBPEPE,get,2021-08-18 17:31:30,2021-08,100.0,182.16,2.0,0.668,0.72,0.79,0.89,10.0
PEPENNATOR,get,2021-08-18 17:13:42,2021-08,100.0,179.39999999999998,1.0,0.658,0.71,0.83,0.91,31.0
BOYSCLUBPEPE,get,2021-08-18 16:11:08,2021-08,100.0,182.16,1.0,0.679,0.74,0.81,0.9,10.0
LOVEPEPETATO,dispenser,2021-08-18 11:05:28,2021-08,100.0,2200.3,1.0,0.568,0.59,0.67,0.74,1.0
BOYSCLUBPEPE,get,2021-08-18 06:21:44,2021-08,100.0,182.16,1.0,0.683,0.75,0.82,0.91,10.0
PEPEEVO,give,2021-08-18 03:12:56,2021-08,100.0,35.879999999999995,2.0,0.744,0.82,0.85,0.9,23.0
PEPEPHONEHOM,get,2021-08-17 14:29:20,2021-08,100.0,552.0,1.0,0.486,0.4,0.52,0.67,3.0
JALAPEPE,get,2021-08-17 14:21:29,2021-08,100.0,276.0,1.0,0.548,0.47,0.61,0.73,3.0
MURICAPEPE,get,2021-08-17 10:03:57,2021-08,100.0,207.0,1.0,0.714,0.77,0.81,0.89,9.0
GAMBITPEPE,dispenser,2021-08-17 09:49:48,2021-08,100.0,68.759375,1.0,0.786,0.99,1.01,1.04,34.0
LIGHTITON,dispenser,2021-08-17 09:22:03,2021-08,100.0,440.06,1.0,0.811,1.03,1.05,1.1,31.0
GAMBITPEPE,dispenser,2021-08-17 07:23:08,2021-08,100.0,68.759375,1.0,0.793,0.98,1.0,1.04,34.0
PEPECART,get,2021-08-17 04:18:37,2021-08,100.0,19.32,2.0,0.697,0.75,0.79,0.86,33.0
PEPENNATOR,dispenser,2021-08-16 13:23:11,2021-08,100.0,176.024,1.0,0.658,0.71,0.83,0.91,31.0
LIGHTITON,dispenser,2021-08-16 12:29:54,2021-08,100.0,440.06,1.0,0.79,1.02,1.04,1.06,31.0
LIGHTITON,dispenser,2021-08-16 12:06:22,2021-08,100.0,440.06,1.0,0.8,1.01,1.03,1.06,31.0
LIGHTITON,dispenser,2021-08-16 11:45:26,2021-08,100.0,440.06,1.0,0.788,1.0,1.02,1.04,31.0
PEPEOLDCHAP,get,2021-08-16 09:35:21,2021-08,100.0,276.0,2.0,0.483,0.39,0.49,0.64,13.0
BOYSCLUBPEPE,get,2021-08-16 07:57:43,2021-08,100.0,110.4,2.0,0.687,0.76,0.83,0.92,10.0
BOYSCLUBPEPE,get,2021-08-16 06:11:44,2021-08,100.0,110.4,1.0,0.695,0.78,0.85,0.94,10.0
MTPEPEMORE,get,2021-08-16 00:10:59,2021-08,100.0,276.0,1.0,0.587,0.56,0.64,0.74,9.0
PEPEUBU,dispenser,2021-08-15 22:15:54,2021-08,100.0,154.02100000000002,1.0,0.765,0.95,0.99,1.04,34.0
PEPEUBU,dispenser,2021-08-15 22:08:36,2021-08,100.0,154.02100000000002,1.0,0.768,0.94,0.98,1.03,34.0
INCREDIEPEPE,get,2021-08-15 12:06:12,2021-08,100.0,151.79999999999998,5.0,0.689,0.73,0.8,0.89,3.0
GADGETPEPE,get,2021-08-15 10:19:50,2021-08,100.0,179.39999999999998,1.0,0.551,0.5,0.61,0.78,4.0
PEPEBURGUNDY,dispenser,2021-08-15 07:50:39,2021-08,100.0,77.01050000000001,1.0,0.519,0.42,0.56,0.75,4.0
DRATHPEPE,get,2021-08-15 05:40:32,2021-08,100.0,276.0,1.0,0.68,0.69,0.79,0.89,3.0
MONTYPEPE,get,2021-08-15 03:20:12,2021-08,100.0,276.0,1.0,0.631,0.6,0.74,0.83,8.0
PEPEFETT,get,2021-08-15 03:02:16,2021-08,100.0,151.79999999999998,1.0,0.675,0.67,0.82,0.89,4.0
CARTOONPEPE,get,2021-08-15 03:02:16,2021-08,100.0,91.99908,1.0,0.631,0.65,0.75,0.86,30.0
PEPESMURF,get,2021-08-15 00:45:50,2021-08,100.0,179.39999999999998,4.0,0.6,0.56,0.66,0.8,5.0
WANTEDPEPE,get,2021-08-15 00:16:08,2021-08,100.0,151.79999999999998,1.0,0.595,0.54,0.66,0.79,6.0
PEPECART,get,2021-08-15 00:16:08,2021-08,100.0,22.08,3.0,0.737,0.79,0.84,0.9,33.0
PEPETOBI,get,2021-08-14 17:11:58,2021-08,100.0,33.12,14.0,0.669,0.68,0.81,0.89,33.0
PEPETOBI,get,2021-08-14 16:26:15,2021-08,100.0,33.12,1.0,0.71,0.78,0.83,0.9,33.0
MONTYPEPE,dispenser,2021-08-14 13:32:53,2021-08,100.0,770.105,1.0,0.636,0.61,0.75,0.83,8.0
INCREDIEPEPE,get,2021-08-14 08:06:49,2021-08,100.0,151.79999999999998,1.0,0.71,0.77,0.83,0.91,3.0
PEPEBURGUNDY,get,2021-08-14 07:33:46,2021-08,100.0,138.0,1.0,0.519,0.42,0.56,0.75,4.0
MONALISAPEPE,get,2021-08-14 06:39:59,2021-08,100.0,552.0,1.0,0.588,0.61,0.67,0.77,4.0
INCREDIEPEPE,get,2021-08-14 06:39:59,2021-08,100.0,151.79999999999998,2.0,0.716,0.78,0.84,0.92,3.0
INCREDIEPEPE,get,2021-08-14 06:16:21,2021-08,100.0,151.79999999999998,1.0,0.728,0.8,0.86,0.93,3.0
INCREDIEPEPE,get,2021-08-14 05:50:32,2021-08,100.0,151.79999999999998,1.0,0.734,0.81,0.87,0.94,3.0
PEPENAUT,give,2021-08-13 22:02:51,2021-08,100.0,44.16,2.0,0.618,0.69,0.89,0.97,35.0
PEPEKONGBIGM,get,2021-08-13 20:15:18,2021-08,100.0,207.0,2.0,0.73,0.83,0.87,0.92,3.0
PEPESMURF,get,2021-08-13 17:00:03,2021-08,100.0,165.6,1.0,0.621,0.6,0.7,0.82,5.0
DRATHPEPE,get,2021-08-13 17:00:03,2021-08,100.0,276.0,1.0,0.684,0.7,0.8,0.9,3.0
PEPEFETT,get,2021-08-13 16:16:28,2021-08,100.0,151.79999999999998,1.0,0.679,0.68,0.83,0.9,4.0
PEPEKONGBIGM,get,2021-08-13 16:16:28,2021-08,100.0,207.0,2.0,0.736,0.85,0.88,0.93,3.0
BOYSCLUBPEPE,get,2021-08-13 14:09:34,2021-08,100.0,110.4,1.0,0.703,0.79,0.86,0.94,10.0
PEPEBURGUNDY,get,2021-08-13 09:16:00,2021-08,100.0,138.0,1.0,0.524,0.43,0.57,0.76,4.0
DAPPERPEPE,give,2021-08-13 06:14:40,2021-08,100.0,55.2,1.0,0.491,0.32,0.44,0.63,6.0
JONSNOWPEPE,get,2021-08-13 06:12:38,2021-08,100.0,96.6,2.0,0.697,0.79,0.86,0.92,30.0
GADGETPEPE,get,2021-08-12 16:46:44,2021-08,100.0,179.39999999999998,2.0,0.548,0.51,0.62,0.79,4.0
LISKPPAPPEPE,get,2021-08-12 15:43:25,2021-08,100.0,2.76,70.0,0.743,0.82,0.84,0.89,6.0
CRYPTOPEPES,get,2021-08-12 12:45:04,2021-08,100.0,248.4,1.0,0.72,0.79,0.83,0.9,31.0
CRYPTOPEPES,dispenser,2021-08-12 12:45:04,2021-08,100.0,330.045,1.0,0.72,0.79,0.83,0.91,31.0
MORPHEUSPEPE,get,2021-08-12 11:42:25,2021-08,43.0,2346.0,1.0,0.243,0.2558139534883721,0.3488372093023256,0.5348837209302325,2.0
WANTEDPEPE,get,2021-08-12 04:49:38,2021-08,100.0,151.79999999999998,1.0,0.601,0.55,0.67,0.8,6.0
PRINCESSPEPE,get,2021-08-12 04:31:43,2021-08,100.0,207.0,1.0,0.676,0.69,0.82,0.9,4.0
PEPEPHONEHOM,get,2021-08-12 04:13:00,2021-08,100.0,276.0,1.0,0.5,0.41,0.53,0.68,3.0
PEPEKONGBIGM,get,2021-08-12 03:17:26,2021-08,100.0,207.0,1.0,0.741,0.87,0.89,0.94,3.0
HIPPIEPEPE,get,2021-08-12 01:59:54,2021-08,100.0,57.96,1.0,0.516,0.47,0.55,0.71,18.0
HIPPIEPEPE,get,2021-08-12 01:45:05,2021-08,100.0,57.96,1.0,0.524,0.47,0.56,0.72,18.0
BADWISHES,get,2021-08-12 01:45:05,2021-08,100.0,60.72,1.0,0.771,0.88,0.91,0.96,33.0
PENNYPEPE,get,2021-08-12 01:17:56,2021-08,100.0,82.8,1.0,1.258,1.34,1.52,1.63,35.0
PEPEBURGUNDY,get,2021-08-12 00:52:50,2021-08,100.0,138.0,1.0,0.53,0.44,0.58,0.77,4.0
BOYSCLUBPEPE,get,2021-08-12 00:52:50,2021-08,100.0,110.4,1.0,0.706,0.8,0.87,0.95,10.0
BARBARIANPEP,get,2021-08-12 00:52:50,2021-08,100.0,55.2,1.0,1.436,1.21,1.37,1.55,32.0
JACKOPEPE,get,2021-08-11 22:22:54,2021-08,100.0,138.0,1.0,0.65,0.67,0.79,0.89,6.0
JACKOPEPE,get,2021-08-11 21:53:23,2021-08,100.0,138.0,1.0,0.668,0.71,0.83,0.91,6.0
PEPEBURGUNDY,get,2021-08-11 19:40:55,2021-08,100.0,138.0,1.0,0.535,0.45,0.59,0.78,4.0
ROLLINGPEPE,get,2021-08-11 19:30:36,2021-08,100.0,5.52,8.0,0.648,0.66,0.79,0.91,6.0
ROLLINGPEPE,get,2021-08-11 19:30:36,2021-08,100.0,5.52,12.0,0.598,0.56,0.74,0.89,6.0
PEPEBURGUNDY,get,2021-08-11 19:30:36,2021-08,100.0,124.2,1.0,0.542,0.46,0.6,0.79,4.0
COBAINPEPE,get,2021-08-11 17:47:09,2021-08,100.0,138.0,1.0,0.722,0.81,0.89,0.95,33.0
WANTEDPEPE,get,2021-08-11 16:50:23,2021-08,100.0,151.79999999999998,1.0,0.607,0.56,0.68,0.81,6.0
PEPENNATOR,get,2021-08-11 16:27:40,2021-08,100.0,165.6,1.0,0.658,0.7,0.82,0.9,31.0
PEPESMURF,get,2021-08-11 16:27:40,2021-08,100.0,179.39999999999998,1.0,0.637,0.62,0.72,0.84,5.0
NEONPEPE,get,2021-08-11 14:29:15,2021-08,100.0,1324.8,1.0,0.591,0.57,0.68,0.79,3.0
WANTEDPEPE,get,2021-08-11 14:16:44,2021-08,100.0,151.79999999999998,1.0,0.613,0.57,0.69,0.82,6.0
REPOPEPE,get,2021-08-11 13:24:49,2021-08,100.0,966.0,1.0,0.594,0.56,0.69,0.82,3.0
COBAINPEPE,get,2021-08-11 13:05:22,2021-08,100.0,138.0,2.0,0.724,0.82,0.9,0.96,33.0
CRYPTOPEPES,dispenser,2021-08-11 10:42:04,2021-08,100.0,330.045,1.0,0.724,0.79,0.84,0.91,31.0
PEPEBURGUNDY,get,2021-08-11 01:36:14,2021-08,100.0,138.0,1.0,0.544,0.46,0.6,0.8,4.0
WANTEDPEPE,get,2021-08-11 00:26:38,2021-08,100.0,151.79999999999998,1.0,0.618,0.58,0.7,0.83,6.0
WALLPEPE,get,2021-08-11 00:17:11,2021-08,100.0,41.4,1.0,0.586,0.64,0.81,0.96,22.0
LIGHTITON,dispenser,2021-08-10 18:06:13,2021-08,100.0,440.06,1.0,0.771,0.99,1.01,1.02,31.0
BADWISHES,get,2021-08-10 17:11:43,2021-08,100.0,30.36,1.0,0.771,0.88,0.91,0.96,33.0
ILUMINATRARE,get,2021-08-09 19:41:30,2021-08,100.0,414.0,1.0,1.239,1.0,1.17,1.34,34.0
OPTIMUSPEPE,get,2021-08-09 19:31:14,2021-08,59.0,692.76,1.0,0.531,0.5932203389830508,0.6779661016949152,0.8135593220338984,23.0
HYPNOPEPE,dispenser,2021-08-09 16:59:06,2021-08,100.0,440.06,1.0,0.541,0.53,0.61,0.71,4.0
EINSTEINPEPE,give,2021-08-09 16:23:07,2021-08,50.0,712.0799999999999,1.0,0.462,0.52,0.72,0.98,3.0
CYBERPEP,get,2021-08-09 13:55:25,2021-08,100.0,248.4,1.0,0.634,0.83,0.95,1.0,34.0
CLUBSPEPE,dispenser,2021-08-09 09:19:07,2021-08,100.0,70.4096,1.0,0.708,0.88,0.97,1.02,32.0
DANPEPERIAN,get,2021-08-09 09:11:32,2021-08,100.0,132.48,2.0,0.584,0.57,0.67,0.8,5.0
CLUBSPEPE,dispenser,2021-08-09 08:38:03,2021-08,100.0,70.4096,1.0,0.708,0.87,0.96,1.01,32.0
CLUBSPEPE,dispenser,2021-08-09 08:29:51,2021-08,100.0,70.4096,1.0,0.707,0.86,0.95,1.0,32.0
GUNSNPEPES,get,2021-08-09 07:16:36,2021-08,100.0,345.0,1.0,1.699,1.41,1.55,1.62,34.0
OPTIMUSPEPE,get,2021-08-09 06:47:55,2021-08,59.0,687.2399999999999,1.0,0.542,0.6101694915254238,0.6949152542372882,0.8305084745762712,23.0
MONTYPEPE,get,2021-08-09 06:47:55,2021-08,100.0,276.0,1.0,0.681,0.72,0.79,0.85,8.0
CHIKUNPEPE,get,2021-08-09 05:25:34,2021-08,100.0,690.0,1.0,0.472,0.36,0.48,0.64,11.0
PEPENAUT,get,2021-08-09 01:33:56,2021-08,100.0,41.4,1.0,0.618,0.71,0.91,0.98,35.0
WALLPEPE,get,2021-08-08 21:20:16,2021-08,100.0,41.4,1.0,0.584,0.64,0.83,0.98,22.0
PEPECARNIVAL,get,2021-08-08 21:20:16,2021-08,100.0,110.4,1.0,0.643,0.69,0.89,0.98,23.0
WALLPEPE,get,2021-08-08 21:20:16,2021-08,100.0,41.4,1.0,0.576,0.64,0.82,0.97,22.0
CRYPTOPEPES,get,2021-08-08 14:08:15,2021-08,100.0,248.4,1.0,0.724,0.79,0.84,0.91,31.0
COBAINPEPE,get,2021-08-08 06:24:40,2021-08,100.0,276.0,1.0,0.735,0.84,0.91,0.96,33.0
PEPEBANG,dispenser,2021-08-08 02:51:15,2021-08,100.0,72.6099,1.0,0.745,0.99,1.05,1.1,30.0
CERSEIPEPE,dispenser,2021-08-08 02:38:34,2021-08,100.0,70.4096,1.0,0.773,0.9,0.93,0.98,32.0
WALLPEPE,get,2021-08-07 22:23:21,2021-08,100.0,41.4,1.0,0.61,0.74,0.87,1.01,22.0
